SampleID	Donor	Species	Bubble	Animal	Date	Gender	Timingofinocu	Diet	SampleType	Actual_inoculum	Time_point	Description
285	INF2	piglet	SF6	SF6C	22-Mar-18	female	early	milk_and_solid	fecal	NA	5weeks	5weeks_post_inoc
286	INF1	piglet	SF7	SF7A	28-Mar-18	female	early	milk_and_solid	fecal	NA	5weeks	5weeks_post_inoc
287	INF1	piglet	SF7	SF7B	28-Mar-18	female	early	milk_and_solid	fecal	NA	40_days	Final_collection
288	NEG	NA	NA	NA	NA	NA	NA	NA	fecal	NA	NEG	negative_control
289	INF2	piglet	3of7	3A	21-Mar-18	male	late	solid	fecal	NA	3weeks	3weeks_post_inoc
290	INF2	piglet	3of7	3B	21-Mar-18	female	late	solid	fecal	NA	3weeks	3weeks_post_inoc
291	INF2	piglet	3of7	3C	21-Mar-18	male	late	solid	fecal	NA	3weeks	3weeks_post_inoc
292	INF1	piglet	SF7	SF7C	28-Mar-18	female	early	solid	fecal	NA	5weeks	5weeks_post_inoc
293	CHLD1	piglet	5of7	5A	21-Mar-18	NA	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
294	ELD2	piglet	6of7	6A	21-Mar-18	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
295	ELD2	mouse	29	D37	5-Sep-17	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
296	ELD2	mouse	29	D38	5-Sep-17	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
297	ELD2	mouse	29	D39	5-Sep-17	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
298	ELD2	mouse	29	D40	5-Sep-17	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
299	INF2	human	NA	NA	17-Feb-18	male	NA	solid	fecal	yes	donor	infant2_early_inoculum-1_pig
300	INF2	human	NA	NA	15-Mar-18	male	NA	solid	fecal	yes	donor	infant2_early_inoculum-2_pig
301	ELD2	piglet	6of7	6B	21-Mar-18	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
302	ELD2	piglet	6of7	6C	21-Mar-18	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
303	INF1	piglet	SF7	SF7A	21-Mar-18	female	early	milk	fecal	NA	4weeks	4weeks_post_inoc
304	INF1	piglet	SF7	SF7B	21-Mar-18	female	early	milk	fecal	NA	4weeks	4weeks_post_inoc
305	INF1	piglet	SF7	SF7C	21-Mar-18	female	early	milk	fecal	NA	4weeks	4weeks_post_inoc
306	INF2	piglet	3of7	3A	9-Apr-18	male	late	solid	fecal	NA	40_days	Final_collection
307	INF2	mouse	22	E6	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
308	INF2	mouse	22	E7	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
309	INF2	mouse	22	E8	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
310	INF2	mouse	22	E9	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
311	INF1	human	NA	NA	22-Feb-18	female	NA	solid	fecal	yes	donor	infant1_early_inoculum-1_pig
312	CHLD1	human	NA	NA	15-Mar-18	male	NA	solid	fecal	yes	donor	child1_inoculum-2_pig
313	INF2	piglet	3of7	3B	9-Apr-18	female	late	solid	fecal	NA	40_days	Final_collection
314	INF2	piglet	3of7	3C	9-Apr-18	male	late	solid	fecal	NA	40_days	Final_collection
315	CHLD2	piglet	4of7	4A	18-Apr-18	male	NA	solid	fecal	NA	40_days	Final_collection
316	CHLD2	piglet	4of7	4B	18-Apr-18	male	NA	solid	fecal	NA	40_days	Final_collection
317	CHLD2	piglet	4of7	4C	18-Apr-18	female	NA	solid	fecal	NA	40_days	Final_collection
318	CHLD1	piglet	5of7	5A	9-Apr-18	NA	NA	solid	fecal	NA	40_days	Final_collection
319	CHLD2	mouse	27	E12	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
320	CHLD2	mouse	27	E13	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
321	CHLD2	mouse	27	E14	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
322	CHLD2	mouse	27	E15	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
323	INF2	human	NA	NA	2-Mar-18	NA	NA	solid	fecal	yes	donor	infant2_late_inoculum-1_pig
324	ELD2	human	NA	NA	15-Mar-18	female	NA	solid	fecal	yes	donor	elderly2_inoculum-2_pig
325	ELD2	piglet	6of7	6A	9-Apr-18	female	NA	solid	fecal	NA	40_days	Final_collection
326	ELD2	piglet	6of7	6B	9-Apr-18	male	NA	solid	fecal	NA	40_days	Final_collection
327	ELD2	piglet	6of7	6C	9-Apr-18	male	NA	solid	fecal	NA	40_days	Final_collection
328	INF2	piglet	SF6	SF6A	27-Mar-18	female	early	milk_and_solid	fecal	NA	40_days	Final_collection
329	INF2	piglet	SF6	SF6B	27-Mar-18	female	early	milk_and_solid	fecal	NA	40_days	Final_collection
330	INF2	piglet	SF6	SF6C	27-Mar-18	female	early	milk_and_solid	fecal	NA	40_days	Final_collection
331	CHLD2	mouse	27	E18	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
332	CHLD2	mouse	27	E19	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
333	CHLD2	mouse	27	E20	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
334	ADLT2	mouse	28	E21	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
335	CHLD1	human	NA	NA	2-Mar-18	male	NA	solid	fecal	yes	donor	child1_inoculum-1_pig
336	INF1	human	NA	NA	17-Mar-18	male	NA	solid	fecal	yes	donor	infant1_late_inoculum-1_pig
337	INF1	piglet	SF7	SF7A	2-Apr-18	female	early	milk_and_solid	fecal	NA	40_days	Final_collection
338	INF1	piglet	SF7	SF7B	2-Apr-18	female	early	milk_and_solid	fecal	NA	40_days	Final_collection
339	INF1	piglet	SF7	SF7C	2-Apr-18	female	early	milk_and_solid	fecal	NA	40_days	Final_collection
340	CHLD2	mouse	27	D16	5-Sep-17	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
341	CHLD2	mouse	27	D17	5-Sep-17	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
342	CHLD2	mouse	27	D18	5-Sep-17	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
343	ADLT2	mouse	28	E24	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
344	ADLT2	mouse	28	E25	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
345	ADLT2	mouse	28	E26	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
346	ADLT2	mouse	28	E27	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
347	ADLT1	human	NA	NA	2-Mar-18	female	NA	solid	fecal	yes	donor	adult1_inoculum-1_pig
348	ADLT2	human	NA	NA	17-Mar-18	female	NA	solid	fecal	yes	donor	adult2_inoculum-1_pig
349	CHLD2	mouse	27	D19	5-Sep-17	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
350	CHLD2	mouse	27	D20	5-Sep-17	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
351	ADLT2	mouse	28	D21	5-Sep-17	male	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
352	ADLT2	mouse	28	D22	5-Sep-17	male	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
353	ADLT2	mouse	28	D23	5-Sep-17	male	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
354	ADLT2	mouse	28	D24	5-Sep-17	male	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
355	ADLT2	mouse	28	E30	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
356	ELD2	mouse	29	E31	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
357	ELD2	mouse	29	E32	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
358	ELD2	mouse	29	E33	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
359	ELD2	human	NA	NA	2-Mar-18	male	NA	solid	fecal	yes	donor	elderly2_inoculum-1_pig
360	CHLD2	human	NA	NA	25-Mar-18	male	NA	solid	fecal	yes	donor	child2_inoculum-2_pig
361	ADLT2	mouse	28	D25	5-Sep-17	male	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
362	ADLT2	mouse	28	D26	5-Sep-17	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
363	ADLT2	mouse	28	D27	5-Sep-17	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
364	ADLT2	mouse	28	D28	5-Sep-17	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
365	ADLT2	mouse	28	D29	5-Sep-17	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
366	ADLT2	mouse	28	D30	5-Sep-17	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
367	ELD2	mouse	29	E36	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
368	ELD2	mouse	29	E37	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
369	ELD2	mouse	29	E38	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
370	ELD2	mouse	29	E39	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
371	CHLD2	human	NA	NA	12-Mar-18	female	NA	solid	fecal	yes	donor	child2_inoculum-1_pig
372	ADLT2	human	NA	NA	31-Mar-18	male	NA	solid	fecal	yes	donor	adult2_inoculum-2_pig
373	ELD2	mouse	29	D31	5-Sep-17	male	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
374	ELD2	mouse	29	D32	5-Sep-17	male	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
375	ELD2	mouse	29	D33	5-Sep-17	male	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
376	ELD2	mouse	29	D34	5-Sep-17	male	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
377	ELD2	mouse	29	D35	5-Sep-17	male	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
378	ELD2	mouse	29	D36	5-Sep-17	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
379	INF2	mouse	22	F5	19-Sep-17	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
380	INF2	mouse	22	F6	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
381	INF2	mouse	22	F7	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
382	INF2	mouse	22	F8	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
383	INF1	human	NA	NA	15-Mar-18	female	NA	solid	fecal	yes	donor	infant1_early_inoculum-2_pig
384	NEG	NA	NA	NA	NA	NA	NA	solid	fecal	NA	NEG	negative_control
385	ADLT2	piglet	1of7	1A	26-Apr-18	female	NA	solid	fecal	NA	at_euthanization	at_euthanization
386	ADLT2	piglet	1of7	1B	26-Apr-18	female	NA	solid	fecal	NA	at_euthanization	at_euthanization
387	ADLT2	piglet	1of7	1C	26-Apr-18	male	NA	solid	fecal	NA	at_euthanization	at_euthanization
388	CHLD2	piglet	4of7	4A	19-Apr-18	male	NA	solid	fecal	NA	at_euthanization	at_euthanization
389	CHLD2	piglet	4of7	4B	19-Apr-18	male	NA	solid	fecal	NA	at_euthanization	at_euthanization
390	CHLD2	piglet	4of7	4C	19-Apr-18	female	NA	solid	fecal	NA	at_euthanization	at_euthanization
391	INF2	mouse	22	G9	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
392	INF2	mouse	22	G10	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
393	CHLD2	mouse	27	G11	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
394	CHLD2	mouse	27	G12	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
395	CHLD2	mouse	27	G13	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
396	CHLD2	mouse	27	G14	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
397	CHLD1	piglet	5of7	5A	11-Apr-18	NA	NA	solid	fecal	NA	at_euthanization	at_euthanization
398	INF1	piglet	7of7	7A	26-Apr-18	male	late	solid	fecal	NA	at_euthanization	at_euthanization
399	INF1	piglet	7of7	7B	26-Apr-18	female	late	solid	fecal 	NA	at_euthanization	at_euthanization
400	INF1	piglet	7of7	7C	26-Apr-18	female	late	solid	fecal	NA	at_euthanization	at_euthanization
401	INF1	piglet	SF7	SF7A	4-Apr-18	female	early	milk_and_solid	fecal	NA	at_euthanization	at_euthanization
402	INF1	piglet	SF7	SF7B	4-Apr-18	female	early	milk_and_solid	fecal	NA	at_euthanization	at_euthanization
403	CHLD2	mouse	27	G15	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
404	CHLD2	mouse	27	G16	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
405	CHLD2	mouse	27	G17	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
406	CHLD2	mouse	27	G18	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
407	CHLD2	mouse	27	G19	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
408	CHLD2	mouse	27	G20	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
409	INF1	piglet	SF7	SF7C	4-Apr-18	female	early	milk_and_solid	fecal	NA	40_days	Final_collection
410	CHLD2	mouse	27	F11	19-Sep-17	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
411	CHLD2	mouse	27	F12	19-Sep-17	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
412	CHLD2	mouse	27	F13	19-Sep-17	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
413	CHLD2	mouse	27	F14	19-Sep-17	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
414	CHLD2	mouse	27	F15	19-Sep-17	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
415	ADLT2	mouse	27	G21	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
416	ADLT2	mouse	27	G22	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
417	ADLT2	mouse	27	G23	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
418	ADLT2	mouse	27	G24	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
419	ADLT2	mouse	27	G25	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
420	ADLT2	mouse	27	G26	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
421	CHLD2	mouse	27	F16	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
422	CHLD2	mouse	27	F17	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
423	CHLD2	mouse	27	F18	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
424	CHLD2	mouse	27	F19	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
425	CHLD2	mouse	27	F20	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
426	ADLT2	mouse	28	F21	19-Sep-17	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
427	ADLT2	mouse	28	G27	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
428	ADLT2	mouse	28	G28	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
429	ADLT2	mouse	28	G29	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
430	ADLT2	mouse	28	G30	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
431	ELD2	mouse	29	G31	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
432	ELD2	mouse	29	G32	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
433	ADLT2	mouse	28	F22	19-Sep-17	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
434	ADLT2	mouse	28	F23	19-Sep-17	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
435	ADLT2	mouse	28	F24	19-Sep-17	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
436	ADLT2	mouse	28	F25	19-Sep-17	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
437	ADLT2	mouse	28	F26	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
438	ADLT2	mouse	28	F27	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
439	ELD2	mouse	29	G33	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
440	ELD2	mouse	29	G34	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
441	ELD2	mouse	29	G35	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
442	ELD2	mouse	29	G36	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
443	ELD2	mouse	29	G37	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
444	ELD2	mouse	29	G38	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
445	ADLT2	mouse	28	F28	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
446	ADLT2	mouse	28	F29	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
447	ADLT2	mouse	28	F30	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
448	ELD2	mouse	29	F31	19-Sep-17	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
449	ELD2	mouse	29	F32	19-Sep-17	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
450	ELD2	mouse	29	F33	19-Sep-17	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
451	ELD2	mouse	29	G39	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
452	ELD2	mouse	29	G40	25-Sep-17	female	NA	solid	fecal	NA	40_days	Final_collection
453	INF2	mouse	22	4	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
454	INF2	mouse	22	5	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
455	INF2	mouse	22	6	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
456	INF2	mouse	22	7	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
457	ELD2	mouse	29	F34	19-Sep-17	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
458	ELD2	mouse	29	F35	19-Sep-17	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
459	ELD2	mouse	29	F36	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
460	ELD2	mouse	29	F37	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
461	ELD2	mouse	29	F38	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
462	ELD2	mouse	29	F39	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
463	INF2	mouse	22	8	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
464	INF2	mouse	22	9	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
465	INF2	mouse	22	10	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
466	CHLD2	mouse	27	11	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
467	CHLD2	mouse	27	12	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
468	CHLD2	mouse	27	13	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
469	ELD2	mouse	29	F40	19-Sep-17	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
470	INF2	mouse	22	G4	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
471	INF2	mouse	22	G5	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
472	INF2	mouse	22	G6	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
473	INF2	mouse	22	G7	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
474	INF2	mouse	22	G8	25-Sep-17	male	NA	solid	fecal	NA	40_days	Final_collection
475	CHLD2	mouse	27	14	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
476	CHLD2	mouse	27	15	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
477	CHLD2	mouse	27	16	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
478	CHLD2	mouse	27	17	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
479	CHLD2	mouse	27	18	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
480	NEG	NA	NA	NA	NA	NA	NA	NA	fecal	NA	NEG	negative_control
481	INF2	piglet	SF6	SF6A	9-Mar-18	female	early	milk	fecal	NA	3weeks	3weeks_post_inoc
482	INF2	piglet	SF6	SF6B	9-Mar-18	female	early	milk	fecal	NA	3weeks	3weeks_post_inoc
483	INF2	piglet	SF6	SF6C	9-Mar-18	female	early	milk	fecal	NA	3weeks	3weeks_post_inoc
484	ADLT2	piglet	1of7	1A	6-Apr-18	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
485	ADLT2	piglet	1of7	1B	6-Apr-18	female	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
486	ADLT2	piglet	1of7	1C	6-Apr-18	male	NA	solid	fecal	NA	3weeks	3weeks_post_inoc
487	ADLT2	piglet	1of7	1C	26-Apr-18	male	NA	solid	cecal	NA	at_euthanization	at_euthanization
488	ELD2	piglet	6of7	6A	11-Apr-18	female	NA	solid	cecal	NA	at_euthanization	at_euthanization
489	INF2	piglet	SF6	SF6C	29-Mar-18	female	early	milk_and_solid	cecal	NA	at_euthanization	at_euthanization
490	INF2	mouse	22	E4	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
491	INF2	mouse	22	E5	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
493	ADLT2	piglet	1of7	1A	20-Apr-18	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
494	ADLT2	piglet	1of7	1B	20-Apr-18	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
495	ADLT2	piglet	1of7	1C	20-Apr-18	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
496	ADLT2	piglet	1of7	1A	25-Apr-18	female	NA	solid	fecal	NA	40_days	Final_collection
497	ADLT2	piglet	1of7	1B	25-Apr-18	female	NA	solid	fecal	NA	40_days	Final_collection
498	ADLT2	piglet	1of7	1C	25-Apr-18	male	NA	solid	fecal	NA	40_days	Final_collection
499	INF2	piglet	3of7	3A	11-Apr-18	male	late	solid	cecal	NA	at_euthanization	at_euthanization
500	ELD2	piglet	6of7	6B	11-Apr-18	male	NA	solid	cecal	NA	at_euthanization	at_euthanization
501	INF1	piglet	SF7	SF7A	4-Apr-18	female	early	milk_and_solid	cecal	NA	at_euthanization	at_euthanization
502	INF2	mouse	22	E10	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
503	CHLD2	mouse	22	E11	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
505	INF1	piglet	7of7	7A	25-Apr-18	male	late	solid	fecal	NA	40_days	Final_collection
506	INF1	piglet	7of7	7B	25-Apr-18	female	late	solid	fecal 	NA	40_days	Final_collection
507	INF1	piglet	7of7	7C	25-Apr-18	female	late	solid	fecal	NA	40_days	Final_collection
508	INF2	piglet	3of7	3A	11-Apr-18	male	late	solid	fecal	NA	at_euthanization	at_euthanization
509	INF2	piglet	3of7	3B	11-Apr-18	female	late	solid	fecal	NA	at_euthanization	at_euthanization
510	INF2	piglet	3of7	3C	11-Apr-18	male	late	solid	fecal	NA	at_euthanization	at_euthanization
511	INF2	piglet	3of7	3B	11-Apr-18	female	late	solid	cecal	NA	at_euthanization	at_euthanization
512	ELD2	piglet	6of7	6C	11-Apr-18	male	NA	solid	cecal	NA	at_euthanization	at_euthanization
513	INF1	piglet	SF7	SF7B	4-Apr-18	female	early	milk_and_solid	cecal	NA	at_euthanization	at_euthanization
514	CHLD2	mouse	22	E16	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
515	CHLD2	mouse	22	E17	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
517	ELD2	piglet	6of7	6A	11-Apr-18	female	NA	solid	fecal	NA	at_euthanization	at_euthanization
518	ELD2	piglet	6of7	6B	11-Apr-18	male	NA	solid	fecal	NA	at_euthanization	at_euthanization
519	ELD2	piglet	6of7	6C	11-Apr-18	male	NA	solid	fecal	NA	at_euthanization	at_euthanization
520	INF2	piglet	SF6	SF6A	29-Mar-18	female	early	milk_and_solid	fecal	NA	at_euthanization	at_euthanization
521	INF2	piglet	SF6	SF6B	29-Mar-18	female	early	milk_and_solid	fecal	NA	at_euthanization	at_euthanization
522	INF2	piglet	SF6	SF6C	29-Mar-18	female	early	milk_and_solid	fecal	NA	at_euthanization	at_euthanization
523	INF2	piglet	3of7	3C	11-Apr-18	male	late	solid	cecal	NA	at_euthanization	at_euthanization
524	INF1	piglet	7of7	7A	26-Apr-18	male	late	solid	cecal	NA	at_euthanization	at_euthanization
525	INF1	piglet	SF7	SF7C	4-Apr-18	female	early	milk_and_solid	cecal	NA	at_euthanization	at_euthanization
526	ADLT2	mouse	28	E22	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
527	ADLT2	mouse	28	E23	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
529	CHLD2	mouse	27	19	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
530	CHLD2	mouse	27	20	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
531	ADLT2	mouse	28	21	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
532	ADLT2	mouse	28	22	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
533	ADLT2	mouse	28	23	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
534	ADLT2	mouse	28	24	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
535	CHLD2	piglet	4of7	4A	19-Apr-18	male	NA	solid	cecal	NA	at_euthanization	at_euthanization
536	INF1	piglet	7of7	7B	26-Apr-18	female	late	solid	cecal	NA	at_euthanization	at_euthanization
537	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
538	ADLT2	mouse	28	E28	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
539	ADLT2	mouse	28	E29	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
541	ADLT2	mouse	28	25	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
